Problem Name	Difficulty	Intermediate Max Time	Advanced Max Time	Top of the Crop Max Time	Problem Pattern	Link
Maximize Y-Sum by Picking a Triplet of Distinct X-Values	Medium	0	0	0	Greedy	https://neetcode.io/problems/maximize-ysum-by-picking-a-triplet-of-distinct-xvalues/question?list=allNC
Minimum Difference Between Largest and Smallest Value in Three Moves	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/
Maximum Total Importance of Roads	Medium	0	0	0	Greedy	https://leetcode.com/problems/maximum-total-importance-of-roads/
Minimum Number of Pushes to Type Word II	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/
Dota2 Senate	Medium	45	32	24	Greedy	https://neetcode.io/problems/dota2-senate/question?list=allNC
Maximum Points You Can Obtain From Cards	Medium	38	22	12	Greedy	https://neetcode.io/problems/maximum-points-you-can-obtain-from-cards/question?list=allNC
Merge Triplets to Form Target Triplet	Medium	45	35	20	Greedy	https://neetcode.io/problems/merge-triplets-to-form-target/question?list=allNC
Partition Labels	Medium	45	35	20	Greedy	https://neetcode.io/problems/partition-labels/question?list=allNC
Valid Parenthesis String	Medium	45	35	20	Greedy	https://neetcode.io/problems/valid-parenthesis-string/question?list=allNC
Check if a Parentheses String Can Be Valid	Medium	0	0	0	Greedy	https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/
Eliminate Maximum Number of Monsters	Medium	0	0	0	Greedy	https://leetcode.com/problems/eliminate-maximum-number-of-monsters/
Two City Scheduling	Medium	0	0	0	Greedy	https://neetcode.io/problems/two-city-scheduling/question?list=allNC
Maximum Length of Pair Chain	Medium	0	0	0	Greedy	https://leetcode.com/problems/maximum-length-of-pair-chain/
Best Sightseeing Pair	Medium	0	0	0	Greedy	https://leetcode.com/problems/best-sightseeing-pair/
Make Lexicographically Smallest Array by Swapping Elements	Medium	0	0	0	Greedy	https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements/
Minimum Deletions to Make Character Frequencies Unique	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/
Minimum Deletions to Make String Balanced	Medium	0	0	0	Greedy	https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/
Candy	Hard	75	52	38	Greedy	https://neetcode.io/problems/candy/question?list=allNC
Remove Colored Pieces if Both Neighbors are the Same Color	Medium	0	0	0	Greedy	https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/
Maximum Score From Removing Substrings	Medium	0	0	0	Greedy	https://leetcode.com/problems/maximum-score-from-removing-substrings/
Maximum Element After Decreasing and Rearranging	Medium	0	0	0	Greedy	https://leetcode.com/problems/maximum-element-after-decreasing-and-rearranging/
Number of Laser Beams in a Bank	Medium	0	0	0	Greedy	https://leetcode.com/problems/number-of-laser-beams-in-a-bank/
Reveal Cards In Increasing Order	Medium	0	0	0	Greedy	https://leetcode.com/problems/reveal-cards-in-increasing-order/
Construct String With Repeat Limit	Medium	0	0	0	Greedy	https://leetcode.com/problems/construct-string-with-repeat-limit/
Find Valid Matrix Given Row and Column Sums	Medium	0	0	0	Greedy	https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/
Score After Flipping Matrix	Medium	0	0	0	Greedy	https://leetcode.com/problems/score-after-flipping-matrix/
Flip Columns For Maximum Number of Equal Rows	Medium	0	0	0	Greedy	https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows/
Maximum Matrix Sum	Medium	0	0	0	Greedy	https://leetcode.com/problems/maximum-matrix-sum/
Make Two Arrays Equal by Reversing Subarrays	Easy	0	0	0	Greedy	https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/
Shortest Subarray to be Removed to Make Array Sorted	Medium	0	0	0	Greedy	https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/
Max Chunks To Make Sorted	Medium	0	0	0	Greedy	https://leetcode.com/problems/max-chunks-to-make-sorted/
Next Permutation	Medium	40	24	12	Greedy	https://neetcode.io/problems/next-permutation/question?list=allNC
Maximum Swap	Medium	0	0	0	Greedy	https://leetcode.com/problems/maximum-swap/
Maximal Score After Applying K Operations	Medium	0	0	0	Greedy	https://leetcode.com/problems/maximal-score-after-applying-k-operations/
Maximum Frequency After Subarray Operation	Medium	0	0	0	Greedy	https://neetcode.io/problems/maximum-frequency-after-subarray-operation/question?list=allNC
Put Marbles in Bags	Hard	50	35	20	Greedy	https://neetcode.io/problems/put-marbles-in-bags/question?list=allNC
Minimum Number of K Consecutive Bit Flips	Hard	0	0	0	Greedy	https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips/
Maximum Score of a Good Subarray	Hard	0	0	0	Greedy	https://leetcode.com/problems/maximum-score-of-a-good-subarray/
Find the Maximum Sum of Node Values	Hard	0	0	0	Greedy	https://leetcode.com/problems/find-the-maximum-sum-of-node-values/
Minimum Number of Increments on Subarrays to Form a Target Array	Hard	0	0	0	Greedy	https://neetcode.io/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/question?list=allNC
Apply Operations to Maximize Score	Hard	0	0	0	Greedy	https://leetcode.com/problems/apply-operations-to-maximize-score/
Missing Ranges	Easy	0	0	0	Intervals	https://neetcode.io/problems/missing-ranges/question?list=allNC
Remove Interval	Medium	0	0	0	Intervals	https://neetcode.io/problems/remove-interval/question?list=allNC
Add Bold Tag in String	Medium	0	0	0	Intervals	https://neetcode.io/problems/add-bold-tag-in-string/question?list=allNC
Insert Interval	Medium	45	30	22	Intervals	https://neetcode.io/problems/insert-new-interval/question?list=allNC
Merge Intervals	Medium	35	25	18	Intervals	https://neetcode.io/problems/merge-intervals/question?list=allNC
Non Overlapping Intervals	Medium	45	32	22	Intervals	https://neetcode.io/problems/non-overlapping-intervals/question?list=allNC
Interval List Intersections	Medium	30	18	10	Intervals	https://neetcode.io/problems/interval-list-intersections/question?list=allNC
Meeting Rooms	Easy	20	12	8	Intervals	https://neetcode.io/problems/meeting-schedule/question?list=allNC
Meeting Rooms II	Medium	45	32	22	Intervals	https://neetcode.io/problems/meeting-schedule-ii/question?list=allNC
Meeting Rooms III	Hard	80	58	42	Intervals	https://neetcode.io/problems/meeting-rooms-iii/question?list=allNC
Divide Intervals Into Minimum Number of Groups	Medium	0	0	0	Intervals	https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups/
Remove Covered Intervals	Medium	0	0	0	Intervals	https://leetcode.com/problems/remove-covered-intervals/
Minimum Number of Arrows to Burst Balloons	Medium	0	0	0	Intervals	https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/
The Number of the Smallest Unoccupied Chair	Medium	0	0	0	Intervals	https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair/
Check if Grid can be Cut into Sections	Medium	0	0	0	Intervals	https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections/
My Calendar I	Medium	0	0	0	Intervals	https://leetcode.com/problems/my-calendar-i/
My Calendar II	Medium	0	0	0	Intervals	https://leetcode.com/problems/my-calendar-ii/
Count Days Without Meetings	Medium	0	0	0	Intervals	https://leetcode.com/problems/count-days-without-meetings/
Minimum Interval to Include Each Query	Hard	60	45	30	Intervals	https://neetcode.io/problems/minimum-interval-including-query/question?list=allNC
Data Stream as Disjoint Intervals	Hard	0	0	0	Intervals	https://leetcode.com/problems/data-stream-as-disjoint-intervals/
Excel Sheet Column Title	Easy	20	12	8	Math & Geometry	https://neetcode.io/problems/excel-sheet-column-title/question?list=allNC
Greatest Common Divisor of Strings	Easy	22	14	9	Math & Geometry	https://neetcode.io/problems/greatest-common-divisor-of-strings/question?list=allNC
Insert Greatest Common Divisors in Linked List	Medium	22	14	9	Math & Geometry	https://neetcode.io/problems/insert-greatest-common-divisors-in-linked-list/question?list=allNC
Count Odd Numbers in an Interval Range	Easy	0	0	0	Math & Geometry	https://neetcode.io/problems/count-odd-numbers-in-an-interval-range/question?list=allNC
Matrix Diagonal Sum	Easy	0	0	0	Math & Geometry	https://neetcode.io/problems/matrix-diagonal-sum/question?list=allNC
Calculate Money in Leetcode Bank	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/calculate-money-in-leetcode-bank/
Largest Odd Number in String	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/largest-odd-number-in-string/
Transpose Matrix	Easy	18	12	7	Math & Geometry	https://neetcode.io/problems/transpose-matrix/question?list=allNC
Image Smoother	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/image-smoother/
Count of Matches in Tournament	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/count-of-matches-in-tournament/
Water Bottles	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/water-bottles/
Largest Local Values in a Matrix	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/largest-local-values-in-a-matrix/
Power of Four	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/power-of-four/
Lucky Numbers in a Matrix	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/lucky-numbers-in-a-matrix/
Maximum Points on a Line	Hard	0	0	0	Math & Geometry	https://leetcode.com/problems/max-points-on-a-line/
Magic Squares In Grid	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/magic-squares-in-grid/
Rotate Image	Medium	40	28	20	Math & Geometry	https://neetcode.io/problems/rotate-matrix/question?list=allNC
Spiral Matrix	Medium	50	35	25	Math & Geometry	https://neetcode.io/problems/spiral-matrix/question?list=allNC
Spiral Matrix II	Medium	0	0	0	Math & Geometry	https://neetcode.io/problems/spiral-matrix-ii/question?list=allNC
Spiral Matrix III	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/spiral-matrix-iii/
Spiral Matrix IV	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/spiral-matrix-iv/
Set Matrix Zeroes	Medium	45	30	22	Math & Geometry	https://neetcode.io/problems/set-zeroes-in-matrix/question?list=allNC
Happy Number	Easy	30	20	10	Math & Geometry	https://neetcode.io/problems/non-cyclical-number/question?list=allNC
Plus One	Easy	30	20	10	Math & Geometry	https://neetcode.io/problems/plus-one/question?list=allNC
Palindrome Number	Easy	12	6	3	Math & Geometry	https://neetcode.io/problems/palindrome-number/question?list=allNC
Ugly Number	Easy	0	0	0	Math & Geometry	https://neetcode.io/problems/ugly-number/question?list=allNC
Convert 1D Array Into 2D Array	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/convert-1d-array-into-2d-array/
Shift 2D Grid	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/shift-2d-grid/
Roman to Integer	Easy	20	12	8	Math & Geometry	https://neetcode.io/problems/roman-to-integer/question?list=allNC
Integer to Roman	Medium	0	0	0	Math & Geometry	https://neetcode.io/problems/integer-to-roman/question?list=allNC
Pow(x, n)	Medium	45	35	20	Math & Geometry	https://neetcode.io/problems/pow-x-n/question?list=allNC
Find the Punishment Number of an Integer	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/find-the-punishment-number-of-an-integer/
Check if Number is a Sum of Powers of Three	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three/
Multiply Strings	Medium	45	35	20	Math & Geometry	https://neetcode.io/problems/multiply-strings/question?list=allNC
Detect Squares	Medium	45	35	20	Math & Geometry	https://neetcode.io/problems/count-squares/question?list=allNC
Robot Bounded In Circle	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/robot-bounded-in-circle/
Walking Robot Simulation	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/walking-robot-simulation/
Zigzag Conversion	Medium	35	20	10	Math & Geometry	https://neetcode.io/problems/zigzag-conversion/question?list=allNC
Rotating the Box	Medium	45	30	18	Math & Geometry	https://neetcode.io/problems/rotating-the-box/question?list=allNC
Sum of Square Numbers	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/sum-of-square-numbers/
Find Missing Observations	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/find-missing-observations/
Minimum Time Difference	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/minimum-time-difference/
Minimum Operations to Make a Uni-Value Grid	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid/
Largest Submatrix With Rearrangements	Medium	0	0	0	Math & Geometry	https://neetcode.io/problems/largest-submatrix-with-rearrangements/question?list=allNC
Wildest Vertical Area Between Two Points Containing No Points	Easy	0	0	0	Math & Geometry	https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/
Tuple with Same Product	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/tuple-with-same-product/
Lexicographical Numbers	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/lexicographical-numbers/
Find the Winner of the Circular Game	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/find-the-winner-of-the-circular-game/
Count Total Number of Colored Cells	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/count-total-number-of-colored-cells/
Prime Subtraction Operation	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/prime-subtraction-operation/
Closest Prime Numbers in Range	Medium	0	0	0	Math & Geometry	https://leetcode.com/problems/closest-prime-numbers-in-range/
Count Primes	Medium	35	18	8	Math & Geometry	https://neetcode.io/problems/count-primes/question?list=allNC
Distribute Candies Among Children II	Medium	0	0	0	Math & Geometry	https://neetcode.io/problems/distribute-candies-among-children-ii/question?list=allNC
Minimum Number of One Bit Operations to Make Integers Zero	Hard	0	0	0	Math & Geometry	https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/
K-th Smallest in Lexicographical Order	Hard	0	0	0	Math & Geometry	https://neetcode.io/problems/k-th-smallest-in-lexicographical-order/question?list=allNC
Integer to English Words	Hard	0	0	0	Math & Geometry	https://leetcode.com/problems/integer-to-english-words/
Single Number	Easy	30	20	10	Bit Manipulation	https://neetcode.io/problems/single-number/question?list=allNC
Single Number III	Medium	0	0	0	Bit Manipulation	https://neetcode.io/problems/single-number-iii/question?list=allNC
Number of 1 Bits	Easy	18	12	8	Bit Manipulation	https://neetcode.io/problems/number-of-one-bits/question?list=allNC
Counting Bits	Easy	30	20	15	Bit Manipulation	https://neetcode.io/problems/counting-bits/question?list=allNC
Add Binary	Easy	20	12	8	Bit Manipulation	https://neetcode.io/problems/add-binary/question?list=allNC
Minimum Bit Flips to Convert Number	Easy	0	0	0	Bit Manipulation	https://leetcode.com/problems/minimum-bit-flips-to-convert-number/
Reverse Bits	Easy	25	15	10	Bit Manipulation	https://neetcode.io/problems/reverse-bits/question?list=allNC
Missing Number	Easy	20	12	8	Bit Manipulation	https://neetcode.io/problems/missing-number/question?list=allNC
Shuffle the Array	Easy	0	0	0	Bit Manipulation	https://leetcode.com/problems/shuffle-the-array/
Add to Array-Form of Integer	Easy	0	0	0	Bit Manipulation	https://leetcode.com/problems/add-to-array-form-of-integer/
Find the Difference	Easy	0	0	0	Bit Manipulation	https://neetcode.io/problems/find-the-difference/question?list=allNC
Power of Two	Easy	0	0	0	Bit Manipulation	https://neetcode.io/problems/power-of-two/question?list=allNC
Sum of Two Integers	Medium	45	30	22	Bit Manipulation	https://neetcode.io/problems/sum-of-two-integers/question?list=allNC
Reverse Integer	Medium	45	35	20	Bit Manipulation	https://neetcode.io/problems/reverse-integer/question?list=allNC
Bitwise XOR of All Pairings	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/bitwise-xor-of-all-pairings/
Largest Combination With Bitwise AND Greater Than Zero	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero/
XOR Queries of a Subarray	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/xor-queries-of-a-subarray/
Maximum XOR for Each Query	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/maximum-xor-for-each-query/
Neighboring Bitwise XOR	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/neighboring-bitwise-xor/
Shortest Subarray With OR at Least K II	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/
Bitwise AND of Numbers Range	Medium	42	30	22	Bit Manipulation	https://neetcode.io/problems/bitwise-and-of-numbers-range/question?list=allNC
Find Kth Bit in Nth Binary String	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/
Count Triplets That Can Form Two Arrays of Equal XOR	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/
Minimum Array End	Medium	45	32	24	Bit Manipulation	https://neetcode.io/problems/minimum-array-end/question?list=allNC
Find if Array Can Be Sorted	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/find-if-array-can-be-sorted/
Longest Subarray With Maximum Bitwise AND	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and/
Longest Nice Subarray	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/longest-nice-subarray/
Find the Longest Substring Containing Vowels in Even Counts	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/
Minimize XOR	Medium	0	0	0	Bit Manipulation	https://leetcode.com/problems/minimize-xor/
Create Hello World Function	Easy	0	0	0	JavaScript	https://leetcode.com/problems/create-hello-world-function/
Counter	Easy	0	0	0	JavaScript	https://leetcode.com/problems/counter/
Counter II	Easy	0	0	0	JavaScript	https://leetcode.com/problems/counter-ii/
Apply Transform over each Element in Array	Easy	0	0	0	JavaScript	https://leetcode.com/problems/apply-transform-over-each-element-in-array/
Filter Elements from Array	Easy	0	0	0	JavaScript	https://leetcode.com/problems/filter-elements-from-array/
Array Reduce Transformation	Easy	0	0	0	JavaScript	https://leetcode.com/problems/array-reduce-transformation/
Function Composition	Easy	0	0	0	JavaScript	https://leetcode.com/problems/function-composition/
Allow One Function Call	Easy	0	0	0	JavaScript	https://leetcode.com/problems/allow-one-function-call/
Memoize	Medium	0	0	0	JavaScript	https://leetcode.com/problems/memoize/
Curry	Medium	0	0	0	JavaScript	https://leetcode.com/problems/curry/
Sleep	Easy	0	0	0	JavaScript	https://leetcode.com/problems/sleep/
Promise Time Limit	Easy	0	0	0	JavaScript	https://leetcode.com/problems/promise-time-limit/
Promise Pool	Medium	0	0	0	JavaScript	https://leetcode.com/problems/promise-pool/
Cache With Time Limit	Medium	0	0	0	JavaScript	https://leetcode.com/problems/cache-with-time-limit/
Debounce	Medium	0	0	0	JavaScript	https://leetcode.com/problems/debounce/
Throttle	Medium	0	0	0	JavaScript	https://leetcode.com/problems/throttle/
JSON Deep Equal	Medium	0	0	0	JavaScript	https://leetcode.com/problems/json-deep-equal/
Convert Object to JSON String	Medium	0	0	0	JavaScript	https://leetcode.com/problems/convert-object-to-json-string/
Array of Objects to Matrix	Medium	0	0	0	JavaScript	https://leetcode.com/problems/array-of-objects-to-matrix/
Difference Between Two Objects	Medium	0	0	0	JavaScript	https://leetcode.com/problems/differences-between-two-objects/
Chunk Array	Easy	0	0	0	JavaScript	https://leetcode.com/problems/chunk-array/
Flatten Deeply Nested Array	Medium	0	0	0	JavaScript	https://leetcode.com/problems/flatten-deeply-nested-array/
Array Prototype Last	Easy	0	0	0	JavaScript	https://leetcode.com/problems/array-prototype-last/
Group By	Medium	0	0	0	JavaScript	https://leetcode.com/problems/group-by/
Check if Object Instance of Class	Medium	0	0	0	JavaScript	https://leetcode.com/problems/check-if-object-instance-of-class/
Call Function with Custom Context	Medium	0	0	0	JavaScript	https://leetcode.com/problems/call-function-with-custom-context/
Event Emitter	Medium	0	0	0	JavaScript	https://leetcode.com/problems/event-emitter/
Array Wrapper	Easy	0	0	0	JavaScript	https://leetcode.com/problems/array-wrapper/
Generate Fibonacci Sequence	Easy	0	0	0	JavaScript	https://leetcode.com/problems/generate-fibonacci-sequence/
Nested Array Generator	Medium	0	0	0	JavaScript	https://leetcode.com/problems/nested-array-generator/
Optimal Account Balancing	Hard	60	40	25	1-D Dynamic Programming	https://neetcode.io/problems/optimal-account-balancing/question?list=allNC
Design Hit Counter	Medium	28	16	8	Arrays & Hashing	https://neetcode.io/problems/design-hit-counter/question?list=allNC
Leftmost Column With at Least a One	Medium	35	20	10	Binary Search	https://neetcode.io/problems/leftmost-column-with-at-least-a-one/question?list=allNC
Brightest Position on Street	Medium	50	25	15	Arrays & Hashing	https://neetcode.io/problems/brightest-position-on-street/question?list=allNC
The Earliest Moment When Everyone Become Friends	Medium	45	27	15	Arrays & Hashing	https://neetcode.io/problems/the-earliest-moment-when-everyone-become-friends/question?list=allNC
Design File System	Medium	40	25	13	Tries	https://neetcode.io/problems/design-file-system/question?list=allNC
Factor Combinations	Medium	45	28	15	Backtracking	https://neetcode.io/problems/factor-combinations/question?list=allNC
Meeting Scheduler	Medium	30	22	14	Two Pointers	https://neetcode.io/problems/meeting-scheduler/question?list=allNC
Strobogrammatic Number	Easy	16	12	7	Two Pointers	https://neetcode.io/problems/strobogrammatic-number/question?list=allNC
Word Pattern II	Medium	44	35	18	Backtracking	https://neetcode.io/problems/word-pattern-ii/question?list=allNC
